employee_id,department,job_title,annual_salary,overtime_flag,employment_status,employment_type,fte,start_date,termination_date,base_rate,age,gender,marital_status,total_working_years,years_at_company
296,Research & Development,Research Director,149880,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,75.85,51,Male,Married,16,10
297,Research & Development,Research Scientist,31884,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,16.14,30,Female,Single,8,5
298,Sales,Manager,163092,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,82.54,41,Female,Single,16,1
299,Sales,Sales Executive,80352,No,TERMINATED,FULL_TIME,1.0,2018-01-02,2025-12-31,40.66,30,Female,Single,9,6
300,Research & Development,Research Scientist,24696,No,TERMINATED,FULL_TIME,1.0,2018-01-02,2025-12-31,12.5,29,Male,Single,7,6
302,Sales,Sales Executive,106380,No,ACTIVE,FULL_TIME,1.0,2005-01-05,,53.84,45,Female,Single,23,19
303,Sales,Sales Executive,71280,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,36.07,54,Female,Married,16,6
304,Research & Development,Laboratory Technician,70968,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,35.91,36,Male,Single,16,13
305,Research & Development,Research Scientist,31464,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,15.92,33,Female,Married,7,3
306,Research & Development,Research Director,146220,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,74.0,37,Male,Divorced,10,10
307,Sales,Sales Executive,127308,No,ACTIVE,FULL_TIME,1.0,2008-01-05,,64.43,38,Male,Divorced,17,16
308,Research & Development,Manufacturing Director,52140,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,26.39,31,Male,Married,6,5
309,Research & Development,Research Scientist,26124,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,13.22,59,Male,Married,7,1
311,Sales,Sales Representative,33516,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,16.96,37,Male,Divorced,13,9
312,Sales,Sales Executive,95016,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,48.09,29,Female,Married,11,11
314,Sales,Sales Executive,105468,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,53.37,35,Female,Single,10,10
315,Research & Development,Research Scientist,28668,Yes,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,14.51,29,Male,Single,4,4
316,Research & Development,Laboratory Technician,38544,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,19.51,52,Female,Single,6,2
319,Research & Development,Manager,230784,No,ACTIVE,FULL_TIME,1.0,2002-01-06,,116.79,42,Male,Married,22,22
321,Human Resources,Human Resources,27204,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,13.77,59,Male,Married,7,2
323,Sales,Manager,234204,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,118.52,50,Female,Divorced,32,7
325,Research & Development,Laboratory Technician,29232,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,14.79,33,Male,Married,8,5
327,Sales,Manager,192768,Yes,ACTIVE,FULL_TIME,1.0,2007-01-05,,97.55,43,Female,Married,22,17
328,Research & Development,Laboratory Technician,32484,No,TERMINATED,FULL_TIME,1.0,2015-01-03,2025-12-31,16.44,33,Female,Married,13,9
329,Sales,Manager,228816,Yes,ACTIVE,FULL_TIME,1.0,1991-01-09,,115.8,52,Male,Single,33,33
330,Sales,Sales Representative,47172,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,23.87,32,Female,Married,6,4
331,Research & Development,Laboratory Technician,44760,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,22.65,32,Male,Single,4,3
332,Research & Development,Laboratory Technician,26784,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,13.55,39,Female,Divorced,7,3
333,Sales,Sales Executive,53580,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,27.12,32,Male,Married,4,3
334,Research & Development,Research Scientist,36864,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,18.66,41,Male,Divorced,17,1
335,Research & Development,Research Scientist,39828,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,20.16,40,Male,Divorced,9,9
336,Research & Development,Manager,230424,No,ACTIVE,FULL_TIME,1.0,2000-01-07,,116.61,45,Male,Married,25,24
337,Research & Development,Research Director,164100,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,83.05,31,Male,Divorced,9,2
338,Research & Development,Research Scientist,34932,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,17.68,33,Female,Married,2,2
339,Research & Development,Manufacturing Director,71484,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,36.18,34,Male,Married,13,11
340,Research & Development,Research Scientist,47040,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,23.81,37,Female,Married,17,3
341,Research & Development,Manufacturing Director,77208,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,39.07,45,Male,Married,9,3
342,Research & Development,Manufacturing Director,120576,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,61.02,37,Male,Divorced,17,1
343,Research & Development,Healthcare Representative,131256,No,ACTIVE,FULL_TIME,1.0,2005-01-05,,66.43,39,Female,Single,20,19
346,Research & Development,Research Scientist,28080,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,14.21,29,Male,Single,6,6
347,Research & Development,Research Scientist,78540,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,39.75,42,Female,Single,10,3
349,Sales,Sales Executive,83172,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,42.09,29,Male,Divorced,10,3
350,Research & Development,Manufacturing Director,58776,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,29.74,25,Female,Married,5,4
351,Research & Development,Laboratory Technician,31116,Yes,ACTIVE,FULL_TIME,1.0,2015-01-03,,15.75,42,Female,Divorced,10,9
352,Research & Development,Research Director,233232,No,ACTIVE,FULL_TIME,1.0,2003-01-06,,118.03,40,Male,Divorced,22,21
353,Research & Development,Research Scientist,32676,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,16.54,51,Male,Married,1,1
355,Research & Development,Laboratory Technician,41748,No,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,21.13,31,Male,Single,6,5
359,Research & Development,Laboratory Technician,33528,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,16.97,32,Male,Married,5,5
361,Sales,Sales Executive,62988,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,31.88,38,Male,Married,13,8
362,Research & Development,Laboratory Technician,26112,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,13.21,32,Male,Single,9,6
363,Sales,Manager,202464,Yes,ACTIVE,FULL_TIME,1.0,2017-01-02,,102.46,46,Female,Married,28,7
364,Research & Development,Laboratory Technician,41820,No,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,21.16,28,Male,Single,5,0
366,Sales,Sales Executive,79728,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,40.35,29,Male,Married,10,0
367,Research & Development,Healthcare Representative,66984,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,33.9,31,Male,Married,10,9
369,Research & Development,Healthcare Representative,48000,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,24.29,25,Male,Divorced,6,6
372,Research & Development,Healthcare Representative,161952,Yes,ACTIVE,FULL_TIME,1.0,2004-01-06,,81.96,45,Male,Married,21,20
373,Research & Development,Laboratory Technician,38520,No,ACTIVE,FULL_TIME,1.0,2009-01-04,,19.49,36,Male,Married,16,15
374,Research & Development,Manager,228540,Yes,ACTIVE,FULL_TIME,1.0,1988-01-10,,115.66,55,Male,Single,37,36
376,Research & Development,Manager,142188,Yes,TERMINATED,FULL_TIME,1.0,2014-01-03,2025-12-31,71.96,47,Male,Married,10,10
377,Research & Development,Research Scientist,24840,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,12.57,28,Male,Married,5,5
378,Sales,Sales Executive,78024,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,39.49,37,Male,Married,7,5
379,Research & Development,Research Scientist,38760,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,19.62,21,Male,Single,3,3
380,Research & Development,Research Director,163236,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,82.61,37,Female,Divorced,15,5
381,Research & Development,Manager,143952,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,72.85,35,Female,Divorced,10,7
382,Sales,Sales Executive,67260,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,34.04,38,Female,Divorced,8,8
384,Research & Development,Manufacturing Director,76764,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,38.85,26,Female,Divorced,6,6
385,Research & Development,Research Director,229728,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,116.26,50,Male,Divorced,28,10
386,Research & Development,Research Director,211008,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,106.79,53,Male,Married,21,5
387,Sales,Sales Executive,58884,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,29.8,42,Male,Married,20,20
388,Sales,Sales Executive,54648,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,27.66,29,Male,Single,10,10
389,Research & Development,Laboratory Technician,64980,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,32.88,55,Male,Married,12,10
390,Research & Development,Healthcare Representative,56892,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,28.79,26,Male,Married,5,5
391,Research & Development,Research Scientist,25380,No,ACTIVE,FULL_TIME,1.0,2007-01-05,,12.84,37,Female,Single,17,17
392,Research & Development,Laboratory Technician,37932,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,19.2,44,Male,Divorced,19,1
393,Research & Development,Healthcare Representative,68940,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,34.89,38,Male,Divorced,10,2
394,Research & Development,Laboratory Technician,28476,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,14.41,26,Male,Divorced,5,3
395,Research & Development,Research Scientist,39720,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,20.1,28,Female,Single,5,5
396,Research & Development,Research Director,223980,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,113.35,49,Female,Single,22,3
397,Research & Development,Research Scientist,53820,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,27.24,36,Male,Single,10,8
399,Sales,Sales Representative,33468,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.94,31,Female,Divorced,2,2
401,Sales,Sales Executive,69936,Yes,TERMINATED,FULL_TIME,1.0,2016-01-03,2025-12-31,35.39,26,Male,Single,8,8
403,Research & Development,Research Scientist,27912,Yes,ACTIVE,FULL_TIME,1.0,2020-01-02,,14.13,37,Male,Married,4,4
404,Sales,Sales Executive,162300,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,82.14,42,Female,Married,23,20
405,Research & Development,Laboratory Technician,17040,No,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,8.62,18,Male,Single,0,0
406,Sales,Sales Executive,96240,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,48.7,35,Male,Married,12,11
407,Research & Development,Laboratory Technician,44256,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,22.4,36,Male,Married,4,1
408,Research & Development,Manufacturing Director,65784,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,33.29,51,Male,Divorced,13,4
410,Sales,Manager,192180,No,ACTIVE,FULL_TIME,1.0,2002-01-06,,97.26,41,Male,Single,22,22
411,Sales,Sales Representative,14400,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,7.29,18,Female,Single,0,0
412,Research & Development,Healthcare Representative,67932,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,34.38,28,Male,Single,9,8
416,Sales,Sales Executive,83148,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,42.08,31,Male,Married,10,8
417,Research & Development,Healthcare Representative,115356,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,58.38,39,Male,Divorced,19,18
419,Research & Development,Laboratory Technician,68088,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,34.46,36,Female,Married,11,9
420,Sales,Sales Executive,65808,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,33.3,32,Male,Married,13,13
421,Research & Development,Research Director,144732,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,73.24,38,Female,Married,19,10
422,Research & Development,Healthcare Representative,67920,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,34.37,58,Male,Divorced,12,5
423,Research & Development,Research Scientist,57852,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,29.28,31,Male,Married,6,5
424,Human Resources,Human Resources,76920,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,38.93,31,Male,Married,9,2
425,Research & Development,Laboratory Technician,62520,No,ACTIVE,FULL_TIME,1.0,2000-01-07,,31.64,45,Male,Divorced,24,24
426,Research & Development,Research Scientist,32340,Yes,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.37,31,Male,Divorced,3,2
428,Research & Development,Manager,142536,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,72.13,33,Female,Married,12,10
429,Research & Development,Manager,204816,Yes,ACTIVE,FULL_TIME,1.0,2003-01-06,,103.65,39,Male,Married,21,21
430,Research & Development,Laboratory Technician,29460,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,14.91,43,Female,Single,9,8
431,Research & Development,Healthcare Representative,167568,Yes,ACTIVE,FULL_TIME,1.0,2017-01-02,,84.8,49,Female,Single,25,7
433,Research & Development,Research Scientist,59292,No,TERMINATED,FULL_TIME,1.0,2016-01-03,2025-12-31,30.01,52,Male,Married,11,8
434,Research & Development,Research Scientist,29736,Yes,ACTIVE,FULL_TIME,1.0,2020-01-02,,15.05,27,Female,Single,4,4
436,Sales,Sales Executive,62736,Yes,ACTIVE,FULL_TIME,1.0,2011-01-04,,31.75,32,Female,Married,13,13
437,Sales,Sales Executive,53736,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,27.19,27,Male,Single,5,5
438,Sales,Sales Executive,90564,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,45.83,31,Male,Divorced,13,7
439,Research & Development,Research Scientist,60660,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,30.7,32,Female,Single,10,7
440,Research & Development,Research Scientist,41568,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,21.04,28,Male,Married,5,3
441,Research & Development,Research Scientist,69300,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,35.07,30,Female,Married,11,10
442,Research & Development,Manufacturing Director,107316,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,54.31,31,Female,Married,10,10
444,Research & Development,Manager,231264,No,ACTIVE,FULL_TIME,1.0,2003-01-06,,117.04,39,Male,Married,21,21
445,Sales,Sales Executive,62856,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,31.81,39,Female,Married,12,1
446,Sales,Sales Executive,56184,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,28.43,33,Male,Single,9,7
447,Research & Development,Research Director,219600,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,111.13,47,Male,Married,21,3
448,Research & Development,Laboratory Technician,63084,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,31.93,43,Female,Divorced,9,9
449,Sales,Sales Executive,76188,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,38.56,27,Male,Married,6,5
450,Research & Development,Research Scientist,58428,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,29.57,54,Female,Single,20,4
451,Research & Development,Healthcare Representative,119820,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,60.64,43,Female,Married,10,1
452,Research & Development,Research Scientist,44364,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,22.45,45,Male,Married,12,10
453,Sales,Sales Executive,89484,Yes,ACTIVE,FULL_TIME,1.0,2020-01-02,,45.29,40,Male,Married,6,4
454,Research & Development,Laboratory Technician,25428,Yes,TERMINATED,FULL_TIME,1.0,2017-01-02,2025-12-31,12.87,29,Male,Married,7,7
455,Research & Development,Laboratory Technician,47796,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,24.19,29,Male,Single,4,3
456,Sales,Sales Executive,73416,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,37.15,30,Female,Divorced,10,10
458,Sales,Sales Executive,74568,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,37.74,27,Female,Married,8,8
460,Research & Development,Manufacturing Director,76164,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,38.54,37,Male,Divorced,8,6
461,Research & Development,Research Director,138120,Yes,ACTIVE,FULL_TIME,1.0,2013-01-03,,69.9,38,Male,Divorced,12,11
462,Research & Development,Manufacturing Director,85716,Yes,ACTIVE,FULL_TIME,1.0,2013-01-03,,43.38,31,Female,Single,11,11
463,Sales,Sales Executive,99216,Yes,ACTIVE,FULL_TIME,1.0,2017-01-02,,50.21,29,Female,Divorced,7,7
464,Research & Development,Manufacturing Director,97140,No,ACTIVE,FULL_TIME,1.0,2008-01-05,,49.16,35,Male,Single,17,16
465,Research & Development,Research Scientist,34848,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,17.64,23,Male,Divorced,4,4
466,Research & Development,Manufacturing Director,72384,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,36.63,41,Male,Single,8,5
467,Sales,Sales Representative,35712,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,18.07,47,Male,Single,5,0
468,Research & Development,Research Director,191904,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,97.12,42,Female,Single,16,1
469,Sales,Sales Executive,55788,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,28.23,29,Male,Married,4,4
470,Human Resources,Human Resources,32352,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,16.37,42,Male,Divorced,4,3
471,Research & Development,Laboratory Technician,28440,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,14.39,32,Female,Married,8,8
473,Sales,Manager,150048,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,75.94,48,Female,Married,15,0
474,Research & Development,Research Scientist,71688,Yes,ACTIVE,FULL_TIME,1.0,2017-01-02,,36.28,37,Male,Divorced,13,7
475,Sales,Sales Executive,56832,Yes,ACTIVE,FULL_TIME,1.0,2022-01-01,,28.76,30,Female,Married,4,2
476,Sales,Sales Executive,63552,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,32.16,26,Male,Married,8,8
477,Research & Development,Healthcare Representative,81372,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,41.18,42,Male,Single,14,1
478,Sales,Sales Representative,26088,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,13.2,21,Female,Single,3,3
479,Sales,Sales Executive,79836,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,40.4,36,Female,Single,7,1
481,Sales,Sales Executive,116388,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,58.9,36,Male,Married,16,13
482,Research & Development,Healthcare Representative,81060,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,41.02,57,Male,Married,15,3
483,Research & Development,Laboratory Technician,26556,Yes,ACTIVE,FULL_TIME,1.0,2017-01-02,,13.44,40,Female,Married,10,7
484,Sales,Sales Representative,31320,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,15.85,21,Male,Single,3,3
485,Sales,Sales Representative,34212,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,17.31,33,Female,Single,1,1
486,Research & Development,Laboratory Technician,41424,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,20.96,37,Female,Married,17,5
487,Research & Development,Manufacturing Director,63096,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,31.93,46,Female,Married,7,1
488,Sales,Sales Executive,112260,No,TERMINATED,FULL_TIME,1.0,2016-01-03,2025-12-31,56.81,41,Male,Single,8,8
491,Research & Development,Healthcare Representative,125952,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,63.74,50,Male,Single,20,4
492,Sales,Sales Executive,76560,Yes,TERMINATED,FULL_TIME,1.0,2018-01-02,2025-12-31,38.74,40,Male,Married,8,6
493,Research & Development,Research Scientist,31884,Yes,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.14,31,Male,Single,3,2
494,Sales,Sales Representative,32592,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,16.49,21,Female,Single,1,1
495,Research & Development,Research Scientist,26412,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,13.37,29,Male,Single,6,3
496,Research & Development,Healthcare Representative,78480,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,39.72,35,Male,Single,10,1
497,Research & Development,Laboratory Technician,45792,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,23.17,27,Male,Divorced,5,5
498,Sales,Sales Executive,63036,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,31.9,28,Male,Single,7,7
499,Research & Development,Healthcare Representative,131580,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,66.59,49,Male,Single,26,5
500,Sales,Sales Executive,59232,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,29.98,51,Female,Married,18,7
501,Research & Development,Research Scientist,30516,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,15.44,36,Female,Married,6,2
502,Sales,Sales Executive,63648,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,32.21,34,Male,Single,9,5
505,Research & Development,Manager,199908,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,101.17,55,Female,Single,30,5
507,Sales,Sales Executive,51120,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,25.87,24,Female,Divorced,5,5
508,Sales,Sales Representative,29712,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,15.04,30,Male,Married,1,1
510,Research & Development,Research Scientist,37224,No,TERMINATED,FULL_TIME,1.0,2018-01-02,2025-12-31,18.84,26,Male,Single,7,6
511,Research & Development,Research Scientist,26928,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,13.63,22,Female,Married,2,2
513,Sales,Sales Executive,91152,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,46.13,36,Male,Married,10,10
514,Research & Development,Research Scientist,27420,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,13.88,30,Male,Single,3,1
515,Research & Development,Laboratory Technician,36408,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,18.43,37,Female,Divorced,18,18
516,Sales,Sales Executive,68580,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,34.71,40,Female,Divorced,8,5
517,Research & Development,Laboratory Technician,30912,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,15.64,42,Female,Divorced,8,5
518,Research & Development,Manufacturing Director,50364,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,25.49,37,Male,Single,18,1
520,Research & Development,Research Director,172032,No,ACTIVE,FULL_TIME,1.0,1999-01-07,,87.06,43,Male,Divorced,25,25
521,Research & Development,Laboratory Technician,41376,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,20.94,40,Female,Married,20,1
522,Research & Development,Research Director,232872,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,117.85,54,Male,Married,24,4
523,Sales,Sales Executive,78456,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,39.7,34,Female,Married,6,3
524,Research & Development,Manufacturing Director,51672,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,26.15,31,Female,Married,13,13
525,Research & Development,Laboratory Technician,27096,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,13.71,43,Male,Married,8,3
526,Research & Development,Healthcare Representative,54264,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,27.46,43,Female,Divorced,8,5
527,Sales,Sales Executive,53844,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,27.25,25,Female,Single,5,5
529,Research & Development,Research Scientist,53388,Yes,ACTIVE,FULL_TIME,1.0,2011-01-04,,27.02,37,Female,Married,15,13
530,Research & Development,Laboratory Technician,26616,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,13.47,31,Male,Married,4,4
531,Research & Development,Manager,230364,Yes,ACTIVE,FULL_TIME,1.0,2003-01-06,,116.58,39,Male,Divorced,21,21
532,Sales,Sales Executive,158544,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,80.23,56,Female,Married,36,7
533,Sales,Sales Executive,78924,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,39.94,30,Female,Single,6,5
534,Sales,Sales Executive,100704,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,50.96,41,Male,Married,10,10
536,Research & Development,Laboratory Technician,54696,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,27.68,28,Male,Divorced,10,10
538,Research & Development,Laboratory Technician,48372,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,24.48,25,Male,Married,6,2
543,Research & Development,Manufacturing Director,95628,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,48.39,52,Male,Married,28,5
544,Research & Development,Research Scientist,31848,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.12,45,Male,Married,8,2
546,Research & Development,Manager,198660,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,100.54,52,Female,Married,31,5
547,Research & Development,Research Scientist,54672,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,27.67,42,Female,Divorced,19,5
548,Research & Development,Manufacturing Director,73092,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,36.99,30,Female,Single,11,5
549,Research & Development,Manager,234792,No,ACTIVE,FULL_TIME,1.0,1995-01-08,,118.82,60,Female,Married,33,29
550,Research & Development,Manufacturing Director,57720,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,29.21,46,Female,Divorced,19,10
551,Research & Development,Healthcare Representative,54276,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,27.47,42,Female,Married,7,6
554,Sales,Sales Representative,38424,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,19.45,24,Female,Single,6,5
555,Sales,Sales Representative,28212,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,14.28,34,Female,Divorced,3,2
556,Research & Development,Laboratory Technician,20424,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,10.34,38,Male,Married,1,1
558,Sales,Manager,216492,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,109.56,40,Female,Married,21,20
560,Research & Development,Research Scientist,34632,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,17.53,26,Female,Divorced,3,3
562,Research & Development,Laboratory Technician,25164,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,12.73,30,Male,Married,9,5
564,Research & Development,Research Director,143220,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,72.48,29,Male,Married,10,10
565,Research & Development,Research Scientist,30552,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,15.46,29,Female,Married,6,2
566,Human Resources,Human Resources,30768,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,15.57,19,Male,Single,1,1
567,Sales,Sales Executive,100944,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,51.09,30,Female,Married,10,9
568,Sales,Manager,169416,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,85.74,57,Male,Divorced,32,1
569,Research & Development,Manager,204552,No,ACTIVE,FULL_TIME,1.0,1997-01-07,,103.52,50,Male,Married,28,27
571,Research & Development,Laboratory Technician,30768,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,15.57,30,Female,Single,12,11
573,Sales,Sales Executive,123192,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,62.34,60,Female,Married,22,18
