employee_id,pay_date,pay_period_start,pay_period_end,earning_code,earning_description,is_final_pay,units,rate,amount,gross_earnings
362,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.21,1004.31,1004.31
363,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,102.46,7787.08,7787.08
364,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,21.16,1608.46,1608.46
366,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,40.35,3066.46,3066.46
367,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.9,2576.31,2576.31
369,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.29,1846.15,1846.15
372,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,81.96,6228.92,6228.92
373,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.49,1481.54,1481.54
374,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,115.66,8790.0,8790.0
376,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,71.96,5468.77,5468.77
377,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.57,955.38,955.38
378,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.49,3000.92,3000.92
379,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.62,1490.77,1490.77
380,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,82.61,6278.31,6278.31
381,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,72.85,5536.62,5536.62
382,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.04,2586.92,2586.92
384,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.85,2952.46,2952.46
385,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,116.26,8835.69,8835.69
386,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,106.79,8115.69,8115.69
387,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.8,2264.77,2264.77
388,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.66,2101.85,2101.85
389,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.88,2499.23,2499.23
390,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.79,2188.15,2188.15
391,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.84,976.15,976.15
392,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.2,1458.92,1458.92
393,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.89,2651.54,2651.54
394,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.41,1095.23,1095.23
395,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.1,1527.69,1527.69
396,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,113.35,8614.62,8614.62
397,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.24,2070.0,2070.0
399,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.94,1287.23,1287.23
401,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,35.39,2689.85,2689.85
403,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.13,1073.54,1073.54
404,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,82.14,6242.31,6242.31
405,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,8.62,655.38,655.38
406,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,48.7,3701.54,3701.54
407,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.4,1702.15,1702.15
408,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.29,2530.15,2530.15
410,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,97.26,7391.54,7391.54
411,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,7.29,553.85,553.85
412,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.38,2612.77,2612.77
416,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,42.08,3198.0,3198.0
417,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,58.38,4436.77,4436.77
419,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.46,2618.77,2618.77
420,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.3,2531.08,2531.08
421,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,73.25,5566.62,5566.62
422,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.37,2612.31,2612.31
423,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.28,2225.08,2225.08
424,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.93,2958.46,2958.46
425,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.64,2404.62,2404.62
426,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.37,1243.85,1243.85
428,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,72.13,5482.15,5482.15
429,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,103.65,7877.54,7877.54
430,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.91,1133.08,1133.08
431,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,84.8,6444.92,6444.92
433,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.01,2280.46,2280.46
434,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.05,1143.69,1143.69
436,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.75,2412.92,2412.92
437,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.19,2066.77,2066.77
438,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,45.83,3483.23,3483.23
439,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.7,2333.08,2333.08
440,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,21.04,1598.77,1598.77
441,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,35.07,2665.38,2665.38
442,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,54.31,4127.54,4127.54
444,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,117.04,8894.77,8894.77
445,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.81,2417.54,2417.54
446,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.43,2160.92,2160.92
447,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,111.13,8446.15,8446.15
448,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.93,2426.31,2426.31
449,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.56,2930.31,2930.31
450,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.57,2247.23,2247.23
451,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,60.64,4608.46,4608.46
452,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.45,1706.31,1706.31
453,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,45.29,3441.69,3441.69
454,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.87,978.0,978.0
455,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.19,1838.31,1838.31
456,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.15,2823.69,2823.69
458,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.74,2868.0,2868.0
460,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.54,2929.38,2929.38
461,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,69.9,5312.31,5312.31
462,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,43.38,3296.77,3296.77
463,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,50.21,3816.0,3816.0
464,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,49.16,3736.15,3736.15
465,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.64,1340.31,1340.31
466,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.63,2784.0,2784.0
467,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.07,1373.54,1373.54
468,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,97.12,7380.92,7380.92
469,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.23,2145.69,2145.69
470,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.37,1244.31,1244.31
471,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.39,1093.85,1093.85
473,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,75.94,5771.08,5771.08
474,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.28,2757.23,2757.23
475,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.76,2185.85,2185.85
476,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.16,2444.31,2444.31
477,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.18,3129.69,3129.69
478,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.2,1003.38,1003.38
479,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,40.4,3070.62,3070.62
481,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,58.9,4476.46,4476.46
482,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.02,3117.69,3117.69
483,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.44,1021.38,1021.38
484,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.85,1204.62,1204.62
485,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.31,1315.85,1315.85
486,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.96,1593.23,1593.23
487,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.93,2426.77,2426.77
488,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,56.81,4317.69,4317.69
491,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,63.74,4844.31,4844.31
492,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.74,2944.62,2944.62
493,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.14,1226.31,1226.31
494,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.49,1253.54,1253.54
495,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.37,1015.85,1015.85
496,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.72,3018.46,3018.46
497,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,23.17,1761.23,1761.23
498,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.9,2424.46,2424.46
499,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,66.59,5060.77,5060.77
500,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.98,2278.15,2278.15
501,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.44,1173.69,1173.69
502,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.21,2448.0,2448.0
505,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,101.17,7688.77,7688.77
507,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.87,1966.15,1966.15
508,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.04,1142.77,1142.77
510,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.84,1431.69,1431.69
511,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.63,1035.69,1035.69
513,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.13,3505.85,3505.85
514,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.88,1054.62,1054.62
515,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.43,1400.31,1400.31
516,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.71,2637.69,2637.69
517,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.64,1188.92,1188.92
518,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.49,1937.08,1937.08
520,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,87.06,6616.62,6616.62
521,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.94,1591.38,1591.38
522,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,117.85,8956.62,8956.62
523,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.7,3017.54,3017.54
524,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.15,1987.38,1987.38
525,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.71,1042.15,1042.15
526,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.46,2087.08,2087.08
527,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.25,2070.92,2070.92
529,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.02,2053.38,2053.38
530,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.47,1023.69,1023.69
531,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,116.58,8860.15,8860.15
532,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,80.23,6097.85,6097.85
533,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.94,3035.54,3035.54
534,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,50.96,3873.23,3873.23
536,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.68,2103.69,2103.69
538,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.48,1860.46,1860.46
543,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,48.39,3678.0,3678.0
544,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.12,1224.92,1224.92
546,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,100.54,7640.77,7640.77
547,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.67,2102.77,2102.77
548,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.99,2811.23,2811.23
549,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,118.82,9030.46,9030.46
550,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.21,2220.0,2220.0
551,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.47,2087.54,2087.54
554,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.45,1477.85,1477.85
555,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.28,1085.08,1085.08
556,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,10.34,785.54,785.54
558,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,109.56,8326.62,8326.62
560,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.53,1332.0,1332.0
562,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.73,967.85,967.85
564,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,72.48,5508.46,5508.46
565,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.46,1175.08,1175.08
566,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.57,1183.38,1183.38
567,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,51.09,3882.46,3882.46
568,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,85.74,6516.0,6516.0
569,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,103.52,7867.38,7867.38
571,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.57,1183.38,1183.38
573,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,62.34,4738.15,4738.15
574,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.79,2340.0,2340.0
575,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,108.47,8243.54,8243.54
577,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.69,1952.31,1952.31
578,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.96,1744.62,1744.62
579,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.81,1277.54,1277.54
580,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,55.09,4186.62,4186.62
581,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,64.66,4914.46,4914.46
582,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,82.65,6281.54,6281.54
584,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.7,1572.92,1572.92
585,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.12,1376.77,1376.77
586,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.35,3522.46,3522.46
587,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,59.66,4534.15,4534.15
590,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,60.43,4592.31,4592.31
591,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.71,966.0,966.0
592,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,60.61,4606.15,4606.15
593,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,23.65,1797.23,1797.23
595,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.6,1869.69,1869.69
597,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,102.24,7770.0,7770.0
599,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.83,2875.38,2875.38
600,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.65,2177.08,2177.08
601,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,80.39,6109.38,6109.38
602,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.8,1733.08,1733.08
604,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.97,3037.85,3037.85
605,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,44.98,3418.15,3418.15
606,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.18,2217.69,2217.69
608,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.65,1265.08,1265.08
611,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.88,1967.08,1967.08
612,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,98.28,7469.54,7469.54
613,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,70.18,5334.0,5334.0
614,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,11.4,866.77,866.77
615,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,66.39,5045.54,5045.54
616,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.36,3143.54,3143.54
618,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.15,1987.38,1987.38
620,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.51,2242.62,2242.62
621,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.41,2463.23,2463.23
622,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.21,1080.0,1080.0
623,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,45.49,3457.38,3457.38
624,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,63.93,4858.62,4858.62
625,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,100.78,7659.23,7659.23
626,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,53.65,4077.23,4077.23
630,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.87,2574.0,2574.0
631,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.59,2172.46,2172.46
632,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.57,1107.69,1107.69
634,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,59.66,4534.15,4534.15
635,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.15,2975.54,2975.54
638,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,118.43,9000.92,9000.92
639,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.55,1257.69,1257.69
641,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.09,2894.77,2894.77
643,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.92,981.69,981.69
644,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,110.53,8400.0,8400.0
645,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.73,967.38,967.38
647,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.53,1332.0,1332.0
648,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.35,938.31,938.31
649,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.0,1671.69,1671.69
650,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.71,1953.69,1953.69
652,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.35,1698.92,1698.92
653,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.16,2520.0,2520.0
655,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.28,1009.38,1009.38
656,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,58.31,4431.69,4431.69
657,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.22,1308.92,1308.92
659,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.83,1887.23,1887.23
661,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,100.97,7674.0,7674.0
662,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.9,1208.77,1208.77
663,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.49,2621.08,2621.08
664,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,93.53,7108.62,7108.62
665,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.35,2762.31,2762.31
666,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.66,1190.31,1190.31
667,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.47,1403.54,1403.54
669,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.93,1590.92,1590.92
671,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,118.5,9006.0,9006.0
675,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.84,1279.85,1279.85
677,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,43.14,3278.77,3278.77
679,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.39,2917.85,2917.85
680,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.65,961.38,961.38
682,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,50.9,3868.15,3868.15
683,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.34,1242.0,1242.0
684,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.03,1978.15,1978.15
686,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.15,1227.23,1227.23
689,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,57.29,4354.15,4354.15
690,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.77,2566.62,2566.62
691,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,40.36,3067.38,3067.38
692,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.91,3565.38,3565.38
698,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,65.13,4950.0,4950.0
699,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,53.73,4083.23,4083.23
700,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.42,943.85,943.85
701,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,6.13,465.69,465.69
702,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.33,1545.23,1545.23
704,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,7.78,591.23,591.23
705,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.12,1301.08,1301.08
707,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.46,2238.92,2238.92
709,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.46,1859.08,1859.08
710,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.52,1255.38,1255.38
712,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,49.31,3747.69,3747.69
714,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.22,2144.77,2144.77
715,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.42,2160.0,2160.0
716,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.56,1486.62,1486.62
717,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,52.35,3978.92,3978.92
